21:58:43,268 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.HomeController" has no MetaData or annotations.
21:58:43,303 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.ShipmentController$1" has no MetaData or annotations.
21:58:43,334 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.ShipmentController" has no MetaData or annotations.
21:58:43,344 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.ShipmentController_Roo_Controller" has no MetaData or annotations.
21:58:43,438 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/Users/Jeff/Documents/workspaces/workspace-sts-2.5.1.RELEASE/MediaidDemo2/target/classes/org/medisend/mediaid/domain/Shipment.class" with enhanced definition
21:58:43,440 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=587 ms, enhance=79 ms, total=666 ms. Consult the log for full details
22:01:50,359 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
22:01:51,423 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 2.1.0-release) : Enhancement of classes
22:01:51,938 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment" has been specified with JPA annotations so using those.
22:01:52,139 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment_Roo_Configurable" has no MetaData or annotations.
22:01:52,155 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment_Roo_Entity" has no MetaData or annotations.
22:01:52,169 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment_Roo_JavaBean" has no MetaData or annotations.
22:01:52,300 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment_Roo_ToString" has no MetaData or annotations.
22:01:52,364 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.HomeController" has no MetaData or annotations.
22:01:52,384 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.ShipmentController$1" has no MetaData or annotations.
22:01:52,417 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.ShipmentController" has no MetaData or annotations.
22:01:52,437 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.ShipmentController_Roo_Controller" has no MetaData or annotations.
22:01:52,555 (main) INFO  [DataNucleus.Enhancer] - Writing class file "/Users/Jeff/Documents/workspaces/workspace-sts-2.5.1.RELEASE/MediaidDemo2/target/classes/org/medisend/mediaid/domain/Shipment.class" with enhanced definition
22:01:52,556 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer completed with success for 1 classes. Timings : input=965 ms, enhance=103 ms, total=1068 ms. Consult the log for full details
22:04:00,385 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer : Using ClassEnhancer "ASM" for API "JDO"
22:04:00,783 (main) INFO  [DataNucleus.Enhancer] - DataNucleus Enhancer (version 2.1.0-release) : Enhancement of classes
22:04:01,106 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment" has been specified with JPA annotations so using those.
22:04:01,232 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment_Roo_Configurable" has no MetaData or annotations.
22:04:01,311 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment_Roo_Entity" has no MetaData or annotations.
22:04:01,322 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment_Roo_JavaBean" has no MetaData or annotations.
22:04:01,333 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.domain.Shipment_Roo_ToString" has no MetaData or annotations.
22:04:01,374 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.HomeController" has no MetaData or annotations.
22:04:01,385 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.ShipmentController$1" has no MetaData or annotations.
22:04:01,397 (main) INFO  [DataNucleus.MetaData] - Class "org.medisend.mediaid.web.ShipmentController" has no MetaData or annotations.
